"firstname","lastname","employeenumber","attrition","jobdirect","joblevel","numcompaniesworked","totalworkingyears","yearsatcompany","yearsincurrentrole","yearssincelastpromotion","yearswithcurrmanager","jobtitle"
"Elia","Tichelaar",1188,True,"Marketing","1",8,7,4,3,1,3,"Marketing B2B Strategy Planning"
"Garvin","Ayerst",1190,False,"Marketing","1",1,1,1,0,0,0,"Marketing B2B Strategy Planning"
"Benton","Antram",1191,False,"IT","4",4,28,5,2,4,2,"IT Security"
"Lissa","Mishaw",1192,False,"IT","1",1,10,10,8,0,8,"IT Security Internal Analyst"
"Griselda","Cloonan",1193,False,"IT","1",1,1,1,1,0,0,"IT Operation Infrastructure Analyst"
"Kain","Nast",1195,False,"IT","1",4,7,3,2,0,2,"IT Security External Network"
"Ronna","Welling",1196,False,"IT","1",1,14,14,8,3,11,"IT Planning People Monitoring"
"Jewelle","Taylorson",1198,False,"IT","1",1,2,2,2,1,2,"IT Security Internal Network"
"Cherin","Gurney",1200,True,"IT","1",1,6,6,4,0,2,"IT Security Internal Network"
"Brit","Garratty",1201,False,"IT","1",3,26,7,7,4,7,"IT Planning Product Assessment"
"Tamas","Daveran",1202,False,"IT","1",0,6,5,4,1,3,"IT Operation Big Data Analyst"
"Genevieve","Pollendine",1203,True,"IT","1",0,1,0,0,0,0,"IT Operation Infrastructure Support"
"Averil","Feeley",1204,False,"Marketing","1",8,28,26,15,15,9,"Marketing B2B Strategy Planning"
"Vivianne","Readman",1206,False,"IT","1",2,6,0,0,0,0,"IT Operation Big Data Support"
"Dody","Vanyukov",1207,False,"Human Resources","1",1,5,5,4,1,4,"HR Organization Internal Evaluations"
"Gabbi","Sowrey",1210,True,"IT","1",6,5,1,0,0,0,"IT Operation Big Data Analyst"
"Lura","Dukesbury",1211,False,"Marketing","1",8,8,4,3,0,3,"Marketing B2B Strategy Planning"
"Domini","Paskell",1212,False,"Marketing","1",5,5,0,0,0,0,"Marketing B2B Strategy Planning"
"Bibi","Alam",1215,False,"IT","1",2,32,2,2,2,2,"IT Planning Product Assessment"
"Jedidiah","Bentje",1216,False,"IT","1",1,6,6,5,3,3,"IT Security Internal Analyst"
"Sammie","Hamstead",1217,False,"IT","1",5,25,4,2,0,3,"IT Planning Product Assessment"
"Jenna","Schinetti",1218,False,"Marketing","1",3,15,7,7,1,7,"Marketing B2B Strategy Planning"
"Garv","Brandle",1219,True,"IT","1",1,1,1,0,0,0,"IT Operation Big Data Analyst"
"Kirby","Loosely",1220,False,"Marketing","1",1,10,10,7,0,1,"Marketing B2B Strategy Planning"
"Rog","Tregido",1221,False,"IT","1",1,7,7,7,1,7,"IT Operation Infrastructure Support"
"Selie","Lusty",1224,False,"IT","1",1,10,10,7,8,9,"IT Security Internal Auditor"
"Elwyn","Fenner",1225,False,"IT","1",1,20,20,11,13,17,"IT Security External Network"
"Emmy","Cardillo",1226,False,"Marketing","1",1,2,2,1,2,2,"Marketing B2B Strategy Planning"
"Nita","Pursehouse",1228,False,"IT","1",2,12,6,3,1,4,"IT Planning People Innovation"
"Fernandina","Burwood",1231,False,"Human Resources","1",7,10,4,3,0,3,"HR Organization Internal Evaluations"
"Bathsheba","OHagan",1233,False,"Marketing","1",0,12,11,7,1,9,"Marketing B2B Strategy Planning"
"Eldon","Gashion",1234,False,"IT","1",1,2,2,2,2,2,"IT Operation Infrastructure Support"
"Bev","Switsur",1235,False,"IT","1",4,10,8,7,0,7,"IT Security External Analyst"
"Morgen","Chessor",1237,False,"IT","1",2,17,7,7,7,7,"IT Planning Product Innovation"
"Des","Eddowis",1238,False,"IT","1",0,15,14,10,4,10,"IT Operation Infrastructure Support"
"Sheree","Bensusan",1239,False,"Marketing","1",7,7,5,1,1,3,"Marketing B2B Strategy Planning"
"Rhys","Rablin",1240,False,"Marketing","1",0,5,4,3,1,1,"Marketing B2B Strategy Planning"
"Bonnibelle","Riden",1241,False,"IT","1",0,12,11,9,5,7,"IT Security Internal Auditor"
"Teena","Pavolillo",1242,False,"IT","1",3,20,1,0,0,0,"IT Planning Product Innovation"
"Venita","Leasor",1243,False,"Marketing","1",4,16,13,2,4,12,"Marketing B2B Strategy Planning"
"Vanya","Sotworth",1244,False,"IT","1",1,9,9,7,6,8,"IT Operation Big Data Analyst"
"Boothe","Ratray",1245,False,"IT","1",7,33,5,4,1,4,"IT Planning Product Innovation"
"Valenka","Casbon",1246,False,"IT","1",1,10,10,5,7,7,"IT Operation Big Data Consultant"
"Patric","Teaze",1248,True,"IT","1",1,1,1,1,0,0,"IT Operation Big Data Consultant"
"Ida","Desouza",1249,False,"IT","1",1,3,3,2,1,2,"IT Security Internal Auditor"
"Isabelita","Goward",1250,False,"IT","1",3,36,10,9,0,9,"IT Planning Product Assessment"
"Dione","Gratrex",1251,False,"Marketing","1",1,6,6,5,0,1,"Marketing B2B Strategy Planning"
"Dionne","Le Fevre",1252,False,"Marketing","1",1,10,10,9,1,8,"Marketing B2B Strategy Planning"
"Salvidor","Lenham",1254,False,"Marketing","1",5,13,6,1,0,5,"Marketing B2B Strategy Planning"
"Junina","Vaughn",1255,False,"IT","3",3,25,8,7,0,7,"IT Planning Product"
"Berri","Stapleford",1256,False,"IT","1",2,23,1,0,0,0,"IT Planning Product Assessment"
"Even","Stoffers",1257,False,"IT","1",1,12,11,10,0,7,"IT Security Internal Auditor"
"Nedi","Pountney",1258,False,"IT","1",5,7,1,0,0,0,"IT Operation Infrastructure Analyst"
"Barrie","Fillary",1259,False,"IT","1",1,5,5,3,0,3,"IT Operation Infrastructure Consultant"
"Henrieta","Arkell",1260,False,"Marketing","1",1,6,6,0,1,0,"Marketing B2B Strategy Planning"
"Angelico","Lafoy",1263,False,"IT","1",6,25,1,0,0,0,"IT Planning Product Assessment"
"Alana","Asipenko",1264,False,"IT","1",3,9,7,7,1,7,"IT Planning Product Monitoring"
"Polly","Huie",1265,False,"IT","1",0,2,1,0,0,0,"IT Operation Infrastructure Analyst"
"Sigfried","Spruce",1267,False,"Marketing","2",7,26,22,9,3,10,"Marketing B2C Product Development"
"Gaven","Furzey",1268,False,"Marketing","1",0,10,9,8,0,8,"Marketing B2B Strategy Planning"
"Augy","Kennifick",1269,False,"IT","1",1,1,1,0,0,1,"IT Security Internal Network"
"Tana","Bugdall",1270,False,"IT","1",1,1,1,0,0,1,"IT Operation Big Data Consultant"
"Aldwin","Mitrovic",1273,True,"Marketing","1",1,1,1,0,1,0,"Marketing B2B Strategy Planning"
"Barbabas","Haylands",1275,False,"IT","1",1,8,8,5,2,2,"IT Security Internal Network"
"Martguerita","Kitteridge",1277,True,"Marketing","2",2,26,24,10,1,11,NULL
"Lock","Corn",1278,False,"Marketing","1",1,34,33,9,15,0,"Marketing B2B Strategy Planning"
"Billye","Humbatch",1279,True,"IT","1",1,2,2,2,2,2,"IT Operation Infrastructure Analyst"
"Lidia","Sidgwick",1280,False,"Marketing","2",2,26,11,4,0,8,"Marketing B2C Content Creatives"
"Morie","Angier",1281,False,"Marketing","1",0,4,3,2,0,2,"Marketing B2B Strategy Planning"
"Carmine","Mistry",1282,False,"Marketing","4",4,31,29,10,11,10,"Marketing B2C"
"Tabbi","Carwithen",1283,False,"IT","1",6,25,9,7,5,4,"IT Planning Product Innovation"
"Lanette","Lehemann",1285,False,"IT","1",4,15,11,8,5,10,"IT Security External Network"
"Ronda","Palfreyman",1286,False,"IT","1",0,5,4,2,0,2,"IT Operation Big Data Analyst"
"Maurine","Greenhough",1288,False,"IT","1",1,26,25,9,14,13,"IT Planning Product Assessment"
"Feliks","Porch",1289,False,"Human Resources","1",4,14,10,9,1,8,"HR Organization Internal Evaluations"
"Christie","Tompkin",1291,False,"IT","1",0,4,3,2,2,2,"IT Security Internal Auditor"
"Tillie","Spellacey",1292,False,"IT","1",6,18,1,0,0,0,"IT Operation Big Data Support"
"Glori","Spacie",1293,False,"Marketing","1",3,23,21,7,15,17,"Marketing B2B Strategy Planning"
"Truman","Eskrick",1294,False,"IT","1",9,18,16,14,5,12,"IT Planning People Assessment"
"Dania","Caze",1295,True,"Marketing","1",1,10,10,7,0,5,"Marketing B2B Strategy Planning"
"Terry","Winton",1296,False,"IT","1",1,2,2,2,2,2,"IT Security External Auditor"
"Gwyneth","Francescuzzi",1297,False,"IT","1",0,8,7,0,7,7,"IT Operation Infrastructure Support"
"Arabella","Bulfoy",1298,False,"IT","1",7,10,8,4,1,7,"IT Security External Analyst"
"Minetta","McNiff",1299,True,"IT","1",3,10,7,7,7,7,"IT Security Internal Analyst"
"Darbie","Henniger",1301,False,"IT","1",2,5,3,2,1,2,"IT Operation Big Data Analyst"
"Sol","Khristyukhin",1303,False,"IT","1",1,2,2,2,2,1,"IT Operation Big Data Analyst"
"Alix","Dimeloe",1304,False,"Marketing","1",1,10,10,7,0,8,"Marketing B2B Strategy Planning"
"Ulric","Bensen",1306,False,"IT","1",3,22,0,0,0,0,"IT Planning Product Assessment"
"Renae","Penk",1307,False,"IT","1",6,21,19,9,15,2,"IT Planning Product Assessment"
"Nerti","Boolsen",1308,False,"IT","1",1,2,2,2,2,2,"IT Operation Big Data Support"
"Gabbi","Briatt",1309,True,"IT","1",1,10,10,4,1,1,"IT Security External Analyst"
"Alleyn","Halworth",1310,True,"IT","1",0,6,5,2,0,3,"IT Security External Auditor"
"Harland","Gautrey",1311,False,"IT","1",0,10,9,2,6,7,"IT Security External Analyst"
"Frants","Rothon",1312,False,"Marketing","1",3,10,7,7,1,7,"Marketing B2B Strategy Planning"
"Gualterio","Lovart",1314,False,"Human Resources","1",6,10,7,6,5,7,"HR Organization Internal Evaluations"
"Hamil","Sommerling",1315,False,"IT","1",0,10,9,8,7,5,"IT Planning People Monitoring"
"Bevon","Binham",1317,False,"IT","1",4,25,3,2,1,2,"IT Planning Product Assessment"
"Gibby","Portlock",1318,True,"Marketing","1",2,9,5,4,1,0,"Marketing B2B Strategy Accelerations"
"Thaddeus","Apperley",1319,True,"Marketing","1",9,10,8,7,7,7,"Marketing B2B Strategy Accelerations"
"Pen","Rackstraw",1321,False,"IT","1",1,9,9,1,0,8,NULL
"Carling","Gorick",1322,False,"IT","1",0,9,8,7,1,7,"IT Security External Network"
"Bonnibelle","Bartleet",1324,False,"Marketing","1",1,10,10,8,9,6,"Marketing B2B Strategy Accelerations"
"Sidnee","Fragino",1329,False,"Marketing","1",1,19,19,2,11,9,"Marketing B2B Strategy Accelerations"
"Lodovico","McAlinion",1331,True,"Marketing","1",1,3,3,2,2,2,"Marketing B2B Strategy Accelerations"
"Findlay","Hanaby",1333,True,"IT","1",4,10,3,2,1,2,"IT Operation Big Data Support"
"Ceil","McTague",1334,False,"IT","1",0,21,20,8,2,10,"IT Planning Product Assessment"
"Feliza","Scardafield",1336,False,"IT","1",4,23,19,9,9,11,"IT Planning Product Assessment"
"Aidan","Branch",1338,False,"Human Resources","5",6,36,7,3,7,7,"Director of HR"
"Reilly","Avraham",1340,False,"IT","1",9,6,4,2,0,0,"IT Security Internal Auditor"
"Hollie","McComiskie",1344,False,"Marketing","1",0,10,9,7,1,6,"Marketing B2B Strategy Accelerations"
"Adi","Dalyell",1346,False,"IT","1",1,9,9,8,8,8,"IT Security External Analyst"
"Jehu","Studdeard",1349,False,"Marketing","1",0,10,9,3,1,7,"Marketing B2B Strategy Accelerations"
"Bone","Hazeldene",1350,False,"IT","1",1,9,9,6,1,1,"IT Security External Network"
"Morty","Steffens",1352,False,"Human Resources","1",1,33,33,9,0,10,"HR People Recruitment Job Posting"
"Kristyn","Yitzowitz",1355,False,"Marketing","1",3,11,7,7,1,7,"Marketing B2B Strategy Accelerations"
"Brita","Melbourne",1356,False,"Marketing","1",1,10,10,8,9,6,"Marketing B2B Strategy Accelerations"
"Vicki","Millson",1358,False,"IT","1",3,7,3,2,1,2,"IT Security Internal Auditor"
"Marga","Attenborough",1360,True,"IT","1",7,31,10,9,5,9,"IT Planning People Innovation"
"Yoko","Cruz",1361,False,"IT","1",3,7,4,2,0,3,"IT Operation Infrastructure Consultant"
"Wynn","Bierton",1362,False,"Marketing","1",2,17,15,7,6,13,"Marketing B2B Strategy Accelerations"
"Emanuel","OSullivan",1363,False,"IT","1",1,11,10,9,0,8,"IT Planning People Innovation"
"Sheela","Poor",1364,False,"Marketing","1",8,5,1,0,0,0,"Marketing B2B Strategy Accelerations"
"Staford","Retter",1367,False,"IT","1",3,29,5,2,0,3,"IT Planning Product Innovation"
"Carling","Hollyer",1368,False,"IT","1",1,0,0,0,0,0,"IT Operation Big Data Consultant"
"Vic","Wisson",1369,False,"IT","1",0,10,9,7,0,0,"IT Planning People Assessment"
"Frayda","Geraudy",1371,False,"Marketing","1",3,8,6,2,0,0,"Marketing B2B Strategy Accelerations"
"Padriac","Pelman",1372,True,"Marketing","1",6,24,19,7,3,8,"Marketing B2B Strategy Accelerations"
"Freddy","Meffin",1373,False,"IT","1",4,33,19,16,15,9,"IT Planning Product Monitoring"
"Leonardo","Whitehall",1374,False,"IT","1",1,5,5,4,0,0,"IT Operation Big Data Consultant"
"Ashley","Tett",1375,False,"Marketing","1",5,15,12,11,11,8,"Marketing B2B Strategy Accelerations"
"Allys","Petrecz",1377,False,"IT","1",4,10,8,7,7,7,"IT Planning People Assessment"
"Tersina","Kellington",1379,True,"Marketing","1",7,3,1,0,0,0,"Marketing B2B Strategy Accelerations"
"Lutero","Iacovino",1380,True,"Marketing","1",0,5,4,2,3,2,"Marketing B2B Strategy Accelerations"
"Godart","Poulson",1382,False,"IT","1",1,4,4,2,0,3,"IT Operation Infrastructure Analyst"
"Quintilla","Iglesia",1383,False,"Marketing","1",1,14,14,11,4,11,"Marketing B2B Strategy Accelerations"
"Pamella","Hinrichs",1387,False,"Marketing","1",1,5,5,3,0,4,"Marketing B2B Strategy Accelerations"
"Don","Gowen",1389,True,"IT","1",1,10,10,2,6,7,"IT Planning People Monitoring"
"Gorden","Gledhall",1390,False,"Marketing","1",3,8,5,4,1,4,"Marketing B2B Strategy Accelerations"
"Winny","Shakespear",1391,False,"Marketing","1",2,14,4,2,3,2,"Marketing B2B Strategy Accelerations"
"Shellysheldon","Lettson",1392,False,"IT","1",3,12,6,2,3,3,"IT Planning People Assessment"
"Annmarie","Bright",1394,False,"IT","1",7,8,6,4,1,3,"IT Security Internal Network"
"Nolana","Howsego",1395,False,"Marketing","1",6,8,5,4,1,2,"Marketing B2B Strategy Accelerations"
"Betty","Witson",1396,False,"Marketing","1",0,4,3,2,1,2,"Marketing B2B Strategy Accelerations"
"Justin","Cankett",1397,False,"Marketing","1",3,13,6,4,0,5,"Marketing B2B Strategy Accelerations"
"Bartlett","Figure",1399,False,"Marketing","1",2,6,3,2,1,2,"Marketing B2B Strategy Accelerations"
"Issi","Demeter",1401,False,"IT","1",2,24,5,3,0,2,"IT Planning Product Innovation"
"Hallie","Gore",1402,False,"IT","1",1,20,20,7,1,8,"IT Security External Auditor"
"Everett","Matskiv",1403,False,"Marketing","1",1,6,6,2,4,4,"Marketing B2B Strategy Accelerations"
"Kerry","Habgood",1405,True,"IT","1",1,8,8,2,7,7,"IT Operation Infrastructure Consultant"
"Chad","Bussy",1407,False,"IT","1",0,5,4,3,1,1,"IT Security External Auditor"
"Rafferty","Barbery",1408,False,"Human Resources","2",0,21,20,7,0,9,"HR Organization Internal Strategy Planning"
"Sibella","Moquin",1409,False,"IT","1",9,12,5,4,0,4,"IT Security Internal Network"
"Caesar","Crighten",1411,False,"IT","1",4,8,3,2,0,2,"IT Security Internal Auditor"
"Modestia","Purrier",1412,False,"IT","1",2,10,2,2,2,2,"IT Planning People Innovation"
"Moira","Edmands",1415,False,"IT","1",4,7,3,2,0,2,"IT Security Internal Analyst"
"Siouxie","Torpie",1417,False,"IT","1",0,8,7,7,0,7,"IT Security Internal Auditor"
"Marnia","Bartholomaus",1419,False,"Human Resources","2",1,10,10,9,0,9,"HR Organization Internal Evaluations"
"Avril","Dewes",1420,True,"IT","1",3,20,4,3,1,3,"IT Security External Network"
"Daryle","Flahive",1421,True,"Marketing","1",0,9,8,7,7,7,"Marketing B2B Strategy Accelerations"
"Gavra","Norbury",1422,False,"IT","1",6,29,20,7,12,7,"IT Planning Product Assessment"
"Cosetta","Margiotta",1423,False,"IT","3",3,32,9,8,1,5,"IT Security Internal"
"Tyne","Kinkaid",1424,False,"IT","1",2,31,7,7,0,0,"IT Planning Product Monitoring"
"Jdavie","April",1425,False,"Marketing","1",3,15,5,4,0,1,"Marketing B2B Strategy Accelerations"
"Mariam","De Bruyn",1427,True,"Marketing","1",1,1,1,0,0,0,"Marketing B2B Strategy Accelerations"
"Jobey","Engley",1428,False,"Marketing","1",7,8,3,2,0,2,"Marketing B2B Strategy Accelerations"
"Babbie","Canario",1430,False,"IT","1",3,9,3,2,1,0,"IT Planning Product Monitoring"
"Fredra","Paradine",1431,False,"IT","1",5,NULL,4,3,1,3,"IT Security Internal Network"
"Ula","Rawstorn",1433,True,"IT","1",1,1,1,0,0,0,"IT Operation Big Data Consultant"
"Laina","Flattman",1434,False,"IT","1",0,6,5,0,1,4,"IT Operation Big Data Analyst"
"Isak","Caldecott",1435,False,"IT","1",1,10,10,4,1,8,"IT Planning People Monitoring"
"Tirrell","MacGiolla",1436,False,"Marketing","1",4,11,3,2,0,2,"Marketing B2B Strategy Accelerations"
"Angie","Duthie",1438,False,"IT","1",7,17,6,5,1,2,"IT Security Internal Analyst"
"Emery","Valencia",1439,True,"Marketing","1",3,6,3,2,2,2,"Marketing B2B Strategy Accelerations"
"Dew","Bassett",1440,False,"IT","1",0,7,6,5,1,3,"IT Security Internal Auditor"
"Levon","Grenville",1441,False,"IT","1",2,5,3,2,1,0,"IT Operation Big Data Consultant"
"Wilt","Schiementz",1443,False,"IT","1",3,26,20,17,5,6,"IT Planning Product Assessment"
"Averill","Abelov",1445,False,"Marketing","1",1,5,5,4,0,3,"Marketing B2B Strategy Accelerations"
"Ronna","Spindler",1446,False,"Marketing","1",4,7,4,3,0,3,"Marketing B2B Strategy Accelerations"
"Cynthea","Sheed",1447,False,"IT","1",5,7,5,4,0,2,"IT Security Internal Analyst"
"Babette","Mumbeson",1448,False,"IT","1",2,7,4,2,0,3,"IT Operation Big Data Analyst"
"Les","Loxly",1449,False,"IT","1",3,11,8,7,0,7,"IT Security External Auditor"
"Joceline","Shepley",1453,False,"Marketing","1",1,13,13,7,9,9,"Marketing B2B Strategy Accelerations"
"Goldie","Pleming",1457,True,"Marketing","1",4,28,7,7,4,3,"Marketing B2B Strategy Accelerations"
"Cacilie","Assiter",1458,True,"IT","1",2,11,1,0,0,0,"IT Security Internal Auditor"
"Kelley","Goscar",1459,True,"IT","1",1,10,10,8,4,7,"IT Planning People Innovation"
"Hector","Belchamp",1460,False,"Marketing","1",2,24,7,7,0,7,"Marketing B2B Strategy Accelerations"
"Saraann","Boland",1461,False,"Human Resources","1",9,8,3,2,0,2,"HR People Recruitment Job Posting"
"Micki","Grigoire",1464,True,"IT","1",6,7,2,2,2,2,"IT Security Internal Auditor"
"Merwyn","Cleaton",1465,False,"IT","1",4,10,3,1,1,2,"IT Planning People Innovation"
"Lonee","Gettins",1466,False,"Marketing","1",4,15,2,2,2,2,"Marketing B2B Strategy Accelerations"
"Zea","Mortell",1467,True,"Human Resources","1",1,2,2,2,2,2,"HR People Recruitment Job Posting"
"Franky","Pincked",1468,False,"IT","1",2,16,9,8,4,8,"IT Planning Product Monitoring"
"Halie","Wilstead",1469,False,"Marketing","1",0,6,5,4,1,3,"Marketing B2B Strategy Accelerations"
"Joann","Yitzowitz",1471,False,"IT","1",3,7,5,2,0,3,"IT Security Internal Analyst"
"Kamilah","Bortolomei",1472,False,"IT","1",4,35,9,8,8,8,"IT Planning Product Monitoring"
"Conrado","Gosenell",1473,False,"Marketing","1",2,20,3,2,1,2,"Marketing B2B Strategy Accelerations"
"Delinda","Narup",1474,False,"IT","1",2,8,3,1,1,2,"IT Operation Big Data Support"
"Noami","Husband",1475,False,"IT","1",1,6,5,2,1,3,"IT Security Internal Analyst"
"Emmott","Beagrie",1477,False,"Marketing","1",0,5,4,3,0,3,"Marketing B2B Strategy Accelerations"
"Austina","Braidford",1478,False,"Marketing","1",3,15,13,9,3,12,"Marketing B2B Strategy Accelerations"
"Chan","Longridge",1479,False,"Marketing","1",8,4,2,1,2,2,"Marketing B2B Strategy Accelerations"
"Kamillah","Acarson",1480,False,"IT","1",1,12,12,9,5,8,"IT Security Internal Auditor"
"Morissa","Plummer",1481,False,"Marketing","1",7,11,1,0,0,0,"Marketing B2B Strategy Accelerations"
"Arnoldo","Dunnet",1482,False,"IT","1",1,1,1,0,0,0,NULL
"Cathi","Guerrieri",1483,False,"IT","1",0,13,12,9,2,8,"IT Security External Analyst"
"Addy","Newlands",1484,False,"Marketing","1",3,29,8,7,0,7,"Marketing B2B Strategy Accelerations"
"Chrissie","Elstone",1485,False,"IT","1",7,16,14,8,6,9,"IT Planning Product Assessment"
"Ashien","Tomkowicz",1486,True,"Marketing","1",3,5,3,2,1,2,"Marketing B2B Strategy Accelerations"
"Gianna","Docker",1487,True,"Marketing","1",5,7,5,3,0,0,"Marketing B2B Strategy Accelerations"
"Robert","Ghilks",1489,True,"Marketing","1",0,16,15,9,10,10,"Marketing B2B Strategy Accelerations"
"Clerc","Castanos",1492,False,"Marketing","1",1,1,1,0,0,0,"Marketing B2B Strategy Accelerations"
"Nil","Wilshin",1494,True,"IT","1",2,4,0,0,0,0,"IT Security Internal Analyst"
"Jacob","Habgood",1495,False,"Marketing","1",1,1,1,0,0,0,"Marketing B2B Strategy Accelerations"
"Reggi","Bearns",1496,False,"IT","1",5,16,2,2,2,2,"IT Planning People Innovation"
"Jackelyn","Clemmett",1497,False,"Marketing","1",1,10,10,7,0,4,"Marketing B2B Strategy Accelerations"
"Gusta","Leavey",1499,False,"Human Resources","1",0,6,5,3,1,3,"HR People Recruitment Job Posting"
"Michelle","Cron",1501,False,"Marketing","1",0,4,3,2,1,2,"Marketing B2B Strategy Accelerations"
"Rancell","Till",1502,False,"IT","1",8,8,5,4,0,2,"IT Security External Auditor"
"Hieronymus","Dudding",1503,False,"Marketing","1",3,11,5,4,1,2,"Marketing B2B Strategy Accelerations"
"Melissa","McOrkil",1504,True,"IT","1",7,8,0,0,0,0,"IT Operation Infrastructure Analyst"
"Kelvin","Cheak",1506,False,"IT","1",1,1,1,0,0,0,"IT Operation Big Data Consultant"
"Cesare","Copello",1507,False,"Marketing","1",0,5,4,2,1,3,"Marketing B2B Strategy Accelerations"
"Welbie","Blackham",1509,False,"IT","1",4,10,3,2,1,2,"IT Security External Analyst"
"Kiel","Jehaes",1513,False,"IT","1",0,4,3,2,0,2,"IT Security Internal Analyst"
"Lynnell","Cherry Holme",1514,False,"IT","1",1,8,8,6,1,7,"IT Planning People Monitoring"
"Elnore","De Cristoforo",1515,False,"Marketing","1",2,14,0,0,0,0,"Marketing B2B Strategy Accelerations"
"Kalindi","Haswall",1516,False,"IT","1",2,10,5,2,0,0,"IT Planning Product Innovation"
"Biddie","Antonsson",1520,False,"IT","1",3,26,14,9,1,12,"IT Planning Product Monitoring"
"Torie","Claypool",1522,True,"IT","1",6,11,9,7,0,7,"IT Operation Big Data Support"
"Aaren","Knightly",1523,False,"IT","1",3,24,20,6,14,17,"IT Planning Product Monitoring"
"Teodoor","Wilfinger",1525,False,"IT","1",4,9,2,0,2,2,"IT Planning People Innovation"
"Kassandra","Gwinnel",1527,False,"Marketing","1",8,23,13,12,5,1,"Marketing B2B Strategy Accelerations"
"Eileen","Load",1529,False,"Marketing","1",1,11,11,8,3,3,"Marketing B2B Strategy Accelerations"
"Anselma","Mays",1533,False,"IT","1",0,5,4,3,1,2,"IT Operation Big Data Support"
"Neville","Gallimore",1534,True,"IT","1",3,15,5,4,1,0,"IT Operation Big Data Consultant"
"Theressa","Grugerr",1535,False,"Marketing","1",1,10,10,9,8,6,"Marketing B2B Strategy Accelerations"
"Augie","Smithies",1537,True,"IT","1",1,7,7,2,7,7,"IT Security External Auditor"
"Cornall","Bugbird",1539,False,"IT","1",1,32,32,6,13,9,"IT Planning Product Monitoring"
"Kaitlyn","Serotsky",1541,False,"Marketing","1",0,12,11,10,5,7,"Marketing B2B Strategy Accelerations"
"Bowie","Bome",1542,False,"IT","1",4,4,1,0,0,0,"IT Security External Analyst"
"Elsy","Stripp",1543,False,"IT","1",1,10,10,8,3,7,"IT Security External Network"
"Harriet","Houldey",1544,False,"Marketing","1",3,9,7,7,0,7,"Marketing B2B Strategy Accelerations"
"Corinne","Rapport",1545,False,"IT","1",1,5,5,3,0,2,"IT Security External Network"
"Fredrick","Theobalds",1546,False,"IT","1",4,8,5,4,0,3,"IT Operation Big Data Analyst"
"Jamill","Vardey",1547,False,"Marketing","1",2,24,20,8,13,9,"Marketing B2B Strategy Accelerations"
"Merry","Rowles",1548,False,"Marketing","1",0,9,8,4,7,1,"Marketing B2B Strategy Accelerations"
"Barnard","Boothe",1549,False,"IT","1",1,15,15,14,5,7,"IT Planning People Assessment"
"Analise","Loddon",1550,False,"Human Resources","1",1,21,21,7,7,7,"HR People Recruitment Job Posting"
"Mufi","Kleehuhler",1551,False,"IT","1",0,2,1,1,0,0,"IT Operation Big Data Support"
"Jenni","Tibbs",1552,False,"Marketing","1",3,8,2,2,2,2,"Marketing B2B Strategy Accelerations"
"Gay","Sporton",1553,False,"Marketing","1",1,10,10,8,7,7,"Marketing B2B Strategy Accelerations"
"Alain","Faircliffe",1554,False,"Marketing","1",0,6,5,3,4,2,"Marketing B2B Strategy Accelerations"
"Devan","Skurm",1555,False,"IT","1",3,12,7,1,2,5,"IT Planning People Monitoring"
"Brenden","Cramp",1556,False,"Marketing","1",3,7,3,2,1,2,"Marketing B2B Strategy Accelerations"
"Ode","Rawlence",1557,False,"Marketing","1",8,18,8,7,7,7,"Marketing B2B Strategy Accelerations"
"Reinald","Dusey",1558,False,"IT","1",6,5,1,0,0,0,"IT Operation Infrastructure Consultant"
"Alphard","Iacovacci",1560,False,"Marketing","1",2,8,2,2,2,2,"Marketing B2B Strategy Accelerations"
"Cleopatra","Brigginshaw",1562,True,"Marketing","1",1,10,10,8,6,7,"Marketing B2B Strategy Accelerations"
"Kain","Barles",1563,False,"Human Resources","1",3,10,6,3,1,2,"HR People Recruitment Job Posting"
"Carita","Klaves",1564,False,"IT","1",1,3,3,0,1,2,NULL
"Allyn","Skaid",1568,False,"Marketing","1",3,9,4,2,1,3,"Marketing B2B Strategy Accelerations"
"Vere","Enga",1569,True,"IT","1",1,1,1,0,0,0,"IT Operation Big Data Analyst"
"Jordanna","Hallgath",1572,True,"IT","1",0,34,33,7,1,9,"IT Planning People Innovation"
"Nerita","Lazarus",1573,True,"IT","1",4,7,5,2,1,4,"IT Security External Analyst"
"Klement","Colhoun",1574,False,"IT","1",4,9,6,5,1,2,"IT Security External Auditor"
"Dyane","Penton",1576,False,"IT","1",8,10,8,2,7,6,"IT Operation Big Data Support"
"Prisca","Bradder",1577,False,"IT","1",1,1,1,0,0,0,"IT Security Internal Network"
"Doralyn","Hagstone",1578,False,"Marketing","5",1,36,36,6,2,13,"Director of Marketing"
"Rayshell","Lingwood",1580,False,"IT","1",9,9,2,2,2,1,"IT Planning People Assessment"
"Isabelita","Dykes",1581,False,"IT","1",1,1,1,0,0,0,"IT Operation Big Data Consultant"
"Moise","Bowlands",1582,False,"Marketing","1",0,10,9,8,7,7,"Marketing B2B Strategy Accelerations"
"Brandie","Fullstone",1583,False,"Marketing","1",2,8,3,2,1,2,"Marketing B2B Company Relations"
"Edgar","Archbutt",1585,False,"Marketing","1",6,15,1,0,0,0,"Marketing B2B Company Relations"
"Joannes","Ketley",1586,False,"IT","1",1,10,10,9,1,5,"IT Security External Analyst"
